no,fetch,update,vm_id,vm_name,cpu_usage,max_cpu,mem_usage,max_mem,cum_netin,cum_netout,rate_netin,rate_netout,bw_usage,max_bw,score,priority,unix_timestamp,timestamp
121,31,3,201,laos-1,0.97541860943912,1,0.87158203125,1073741824,422062254,11491995713,114829.64763288699,3576388.814379247,0.2952974769609707,12500000,2.142298117650091,4,1750687904,2025-06-23 21:11:44
122,31,3,202,laos-2,0.971716831035176,1,0.8590774536132812,1073741824,402464512,11437181625,117114.54088713384,3726517.217169821,0.30749054064455633,12500000,2.1382848252930136,3,1750687904,2025-06-23 21:11:44
123,31,3,203,laos-3,0.947655271409543,1,0.8612060546875,1073741824,405037269,11413992701,116161.02479654981,3477356.5585719654,0.2874814066694812,12500000,2.0963427327665243,1,1750687904,2025-06-23 21:11:44
124,31,3,204,laos-4,0.953207939015459,1,0.8603591918945312,1073741824,404145693,11443077711,114491.90514287581,3457135.859715578,0.2857302211886763,12500000,2.0992973520986666,2,1750687904,2025-06-23 21:11:44
125,32,3,201,laos-1,0.97541860943912,1,0.87158203125,1073741824,422062254,11491995713,114829.64763288699,3576388.814379247,0.2952974769609707,12500000,2.142298117650091,4,1750687905,2025-06-23 21:11:45
126,32,3,202,laos-2,0.971716831035176,1,0.8590774536132812,1073741824,402464512,11437181625,117114.54088713384,3726517.217169821,0.30749054064455633,12500000,2.1382848252930136,3,1750687905,2025-06-23 21:11:45
127,32,3,203,laos-3,0.947655271409543,1,0.8612060546875,1073741824,405037269,11413992701,116161.02479654981,3477356.5585719654,0.2874814066694812,12500000,2.0963427327665243,1,1750687905,2025-06-23 21:11:45
128,32,3,204,laos-4,0.953207939015459,1,0.8603591918945312,1073741824,404145693,11443077711,114491.90514287581,3457135.859715578,0.2857302211886763,12500000,2.0992973520986666,2,1750687905,2025-06-23 21:11:45
129,33,3,204,laos-4,0.953207939015459,1,0.8603591918945312,1073741824,404145693,11443077711,114491.90514287581,3457135.859715578,0.2857302211886763,12500000,2.0992973520986666,2,1750687906,2025-06-23 21:11:46
130,33,3,201,laos-1,0.97541860943912,1,0.87158203125,1073741824,422062254,11491995713,114829.64763288699,3576388.814379247,0.2952974769609707,12500000,2.142298117650091,4,1750687906,2025-06-23 21:11:46
131,33,3,202,laos-2,0.971716831035176,1,0.8590774536132812,1073741824,402464512,11437181625,117114.54088713384,3726517.217169821,0.30749054064455633,12500000,2.1382848252930136,3,1750687906,2025-06-23 21:11:46
132,33,3,203,laos-3,0.947655271409543,1,0.8612060546875,1073741824,405037269,11413992701,116161.02479654981,3477356.5585719654,0.2874814066694812,12500000,2.0963427327665243,1,1750687906,2025-06-23 21:11:46
